hi,en
"सब से बड़ा मैं हूं salman khan का दीवाना
","I am the biggest fan of Salman Khan
"
"Luv you भाई जान
","Luv u bhai jaan
"
"नहीं रोना
","don't cry
"
"lol admin attention seeker हैं जानते बूझते post डाला कि comment मिले > _ <
","lol admin is a atention seeker made the post so that he gets comments > _ <
"
"Saturday को class हिया न ?
","Is there a class on Saturday ?
"
"मैं salman की दीवानी love up salman जी
","I am salman's lover . Love you , salman sir .
"
"आज की party भाई की तरफ से
","today's party is from bhai's side
"
"यह song नहीं है ये MODI जी का मेहनत का rang है वह एक दिन पूरा world में दिखी ग ये तो सिर्फ Turkmenistan . ही है .. Great MODi जी
","This is not a song . This is the result of Modi Ji's efforts . One day he will show the world this is still just Turkmenistan . Great Modi Ji .
"
"Sir मैं सब में से एक अलग सलग fan हो . मैंने सुना आपका अपहरण हुआ
","Sir I am a very different kind of fan of yours . I heard you got kidnapped
"
"हेलो sir क्या आप कभी मुझसे बात करेगी कुछ बात है जो मैं आपसे share करना चाहती हूँ
","Hello sir , Will you ever talk to me . There is something that I want to share with you .
"
"कैसी रंडी का बच्चा ,
","which randi's child
"
"थोड़ी sentences edit कर दियो तो माइक it easier for yourself
","Edit some sentences to make it easier for yourself
"
"I was sleeping घोड़े बेच के
","i was sleeping having sold horses
"
"मैं हिन्दू हूँ भाई bajrang Bali भी हिन्दू god है गौ माता की Bali देती हूँ सर और बजरंगी बनाते हो
","i am a hundu brother and bajrang bali is also hindu god . you kill gau mata and make bajrangi
"
"उसी से करो बात
","Talk to ze only
"
"I want to be able to come to your place आराम से , not worrying that it'll be a bother .
","I want to be able to come to your place easily , not worrying that it'll be a bother .
"
"हैलो chulbul जी .. आइये जल्दी सभी इंतजार कर कर रहे हैं आपका
","Hello Chulbul sir . Come soon . Everybody is waiting for you .
"
"I need to know , कभी पता चला दोनों ने किसी online resource से same चीज़ टीप दी
","I need to know , did you ever get to know both copied the same thing from some online resource
"
